Id;LotArea;OverallQual;YearBuilt;BsmtFinSF1;TotalBsmtSF;1stFlrSF;GrLivArea;FullBath;GarageCars;GarageArea;SalePrice
476;8480;5;1963;630;970;970;970;1;2;624;132500
477;13125;6;1997;994;1478;1493;1493;2;2;508;208900
478;13693;9;2006;0;2153;2069;2643;2;3;694;380000
479;10637;8;2007;1288;1705;1718;1718;2;3;826;297000
480;5925;4;1937;168;907;1131;1131;1;2;672;89471
481;16033;9;2004;1261;1833;1850;1850;2;3;772;326000
482;11846;9;2003;1567;1792;1792;1792;2;3;874;374000
483;2500;7;1915;299;910;916;1826;1;1;164;155000
484;4500;6;1998;897;1216;1216;1216;2;2;402;164000
485;7758;5;1962;588;999;999;999;1;1;264;132500
486;9600;5;1950;607;1113;1113;1113;1;1;264;147000
487;10289;5;1965;836;1073;1073;1073;1;2;515;156000
488;12243;5;1971;998;1484;1484;1484;2;2;487;175000
489;10800;5;1900;664;954;1766;2414;2;2;520;160000
490;1526;4;1970;515;630;630;630;1;1;286;86000
491;2665;5;1976;0;264;616;1304;1;1;336;115000
492;9490;6;1941;403;806;958;1578;1;1;240;133000
493;15578;6;2006;0;728;728;1456;2;2;429;172785
494;7931;5;1960;374;1269;1269;1269;1;1;308;155000
495;5784;5;1938;0;190;886;886;1;1;273;91300
496;7879;4;1920;495;720;720;720;1;0;0;34900
497;12692;8;1992;1231;3200;3228;3228;3;2;546;430000
498;9120;7;1925;329;1026;1133;1820;2;1;240;184000
499;7800;5;1967;450;864;899;899;1;1;288;130000
500;7535;5;1958;111;912;912;912;1;1;297;120000
501;1890;6;1973;356;672;672;1218;1;1;264;113000
502;9803;7;2005;400;866;866;1768;2;2;603;226700
503;9170;5;1965;698;1214;1214;1214;1;2;461;140000
504;15602;7;1959;1247;1501;1801;1801;2;2;484;289000
505;2308;6;1974;257;855;855;1322;2;2;440;147000
506;7596;5;1952;0;960;960;1960;2;2;400;124500
507;9554;8;1993;380;777;1065;1911;2;2;471;215000
508;7862;6;2009;27;1218;1218;1218;2;2;676;208300
509;9600;7;1928;141;689;689;1378;2;2;360;161000
510;9600;5;1959;991;1041;1041;1041;1;1;270;124500
511;14559;5;1951;650;1008;1363;1363;1;1;288;164900
512;6792;7;2005;0;1368;1368;1368;2;2;474;202665
513;9100;5;1958;521;864;864;864;1;2;624;129900
514;9187;6;1983;336;1084;1080;1080;1;2;484;134000
515;10594;5;1926;0;768;789;789;1;1;200;96500
516;12220;10;2009;1436;2006;2020;2020;2;3;900;402861
517;10448;6;1972;0;689;1378;2119;2;2;583;158000
518;10208;7;1996;0;1264;1277;2344;2;3;889;265000
519;9531;6;1998;706;794;882;1796;2;2;546;211000
520;10918;7;1926;0;1276;1276;2080;1;1;282;234000
521;10800;4;1900;0;0;694;1294;2;0;0;106250
522;11988;6;1957;777;1244;1244;1244;1;1;336;150000
523;5000;6;1947;399;1004;1004;1664;2;2;420;159000
524;40094;10;2007;2260;3138;3138;4676;3;3;884;184750
525;11787;7;1996;719;1379;1383;2398;2;3;834;315750
526;7500;7;2005;0;1257;1266;1266;2;2;453;176000
527;13300;5;1956;377;928;928;928;1;1;252;132000
528;14948;9;2008;1330;1452;1476;2713;2;3;858;446261
529;9098;4;1920;348;528;605;605;1;0;0;86000
530;32668;6;1957;1219;2035;2515;2515;3;2;484;200624
531;10200;6;1988;783;1461;1509;1509;2;2;600;175000
532;6155;6;1920;0;611;751;1362;2;2;502;128000
533;7200;5;1955;0;0;827;827;1;1;392;107500
534;5000;1;1946;0;0;334;334;1;0;0;39300
535;9056;8;2004;0;707;707;1414;2;2;403;178000
536;7000;5;1910;969;1117;820;1347;1;0;0;107500
537;8924;7;1998;0;880;880;1724;2;2;527;188000
538;12735;4;1972;600;864;864;864;1;2;576;111250
539;11553;5;1968;673;1051;1159;1159;1;1;336;158000
540;11423;8;2001;1358;1581;1601;1601;2;2;670;272000
541;14601;9;2006;1260;1838;1838;1838;2;3;765;315000
542;11000;8;2000;0;969;997;2285;2;3;648;248000
543;10140;7;1998;144;1650;1680;1680;2;2;583;213250
544;4058;7;1998;584;723;767;767;1;1;367;133000
545;17104;7;2006;554;654;664;1496;2;2;426;179665
546;13837;7;1988;1002;1204;1377;2183;2;3;786;229000
547;8737;6;1923;300;1065;915;1635;1;2;440;210000
548;7244;5;1970;619;768;768;768;1;2;624;129500
549;8235;5;1955;180;825;825;825;1;2;720;125000
550;9375;7;2003;0;912;912;2094;2;2;615;263000
551;4043;6;1977;559;1069;1069;1069;2;2;440;140000
552;6000;5;1957;308;928;928;928;1;1;288;112500
553;11146;8;2006;0;1709;1717;1717;2;3;908;255500
554;8777;4;1949;0;0;1126;1126;2;2;520;108000
555;10625;7;2003;866;998;1006;2046;2;3;871;284000
556;6380;5;1922;0;993;1048;1048;1;1;280;113000
557;14850;5;1957;895;1092;1092;1092;1;1;299;141000
558;11040;4;1920;637;637;897;1336;1;1;570;108000
559;21872;7;1996;604;729;729;1446;2;2;406;175000
560;3196;7;2003;0;1374;1557;1557;2;2;420;234000
561;11341;5;1957;1302;1392;1392;1392;1;2;528;121500
562;10010;5;1974;1071;1389;1389;1389;1;2;418;170000
563;13907;5;1940;290;996;996;996;1;0;0;108000
564;21780;6;1918;0;1163;1163;1674;2;2;396;185000
565;13346;7;1992;728;1095;1166;2295;2;2;590;268000
566;6858;6;1915;0;806;841;1647;1;1;216;128000
567;11198;9;2005;0;1122;1134;2504;2;3;656;325000
568;10171;7;2004;2;1517;1535;1535;2;2;532;214000
569;12327;8;1983;1441;1496;1496;2132;1;2;612;316600
570;7032;5;1979;943;943;943;943;1;2;600;135960
571;13101;5;1965;231;1728;1728;1728;2;2;576;142600
572;7332;6;1959;414;864;864;864;1;1;288;120000
573;13159;7;2009;0;846;846;1692;2;2;650;224500
574;9967;7;2000;0;384;774;1430;2;2;400;170000
575;10500;5;1971;349;372;576;1109;1;1;288;139000
576;8480;5;1947;442;832;832;1216;1;1;336;118500
577;6292;7;1928;0;861;877;1477;2;1;216;145000
578;11777;5;1966;328;1164;1320;1320;1;2;564;164500
579;3604;7;2007;0;689;703;1392;2;2;540;146000
580;12150;5;1954;0;1050;1050;1795;2;1;352;131500
581;14585;6;1960;594;1144;1429;1429;1;2;572;181900
582;12704;8;2008;0;2042;2042;2042;2;3;1390;253293
583;11841;6;1990;816;816;816;816;1;0;0;118500
584;13500;10;1893;0;1237;1521;2775;3;2;880;325000
585;6120;4;1935;0;884;989;1573;1;1;240;133000
586;11443;8;2005;1460;1868;2028;2028;2;3;880;369900
587;10267;6;1918;210;816;838;838;1;1;275;130000
588;8740;5;1982;672;840;860;860;1;2;528;137000
589;25095;5;1968;1324;1437;1473;1473;1;1;452;143000
590;9100;5;1930;0;742;779;935;1;1;308;79500
591;8320;7;2004;490;770;770;1582;2;2;520;185900
592;13478;10;2008;1338;1722;1728;2296;2;3;842;451950
593;6600;5;1982;816;816;816;816;1;2;816;138000
594;4435;6;2003;685;848;848;848;1;2;420;140000
595;7990;5;1975;0;924;924;924;1;1;280;110000
596;11302;8;2005;1422;1814;1826;1826;2;3;758;319000
597;3600;6;1910;0;684;684;1368;1;1;216;114504
598;3922;7;2006;0;1258;1402;1402;0;3;648;194201
599;12984;5;1977;1283;1430;1647;1647;2;2;621;217500
600;1950;6;1980;81;716;716;1556;2;2;452;151000
601;10927;8;2005;546;1058;1058;1904;2;2;736;275000
602;9000;6;1937;0;780;780;1375;1;1;544;141000
603;10041;8;1992;789;908;927;1915;2;2;506;220000
604;3182;7;2004;0;600;600;1200;2;2;480;151000
605;12803;7;2002;922;1494;1494;1494;2;2;530;221000
606;13600;7;1965;454;768;1186;1986;2;2;486;205000
607;12464;5;1996;732;1040;1040;1040;1;2;576;152000
608;7800;5;1948;603;896;1112;2008;3;1;230;225000
609;12168;8;1934;428;965;1940;3194;2;2;380;359100
610;7943;4;1961;903;1029;1029;1029;1;1;261;118500
611;11050;9;2000;904;1440;1476;2153;2;3;736;313000
612;10395;6;1978;605;1032;1032;1032;2;2;564;148000
613;11885;8;2001;990;1299;1299;1872;2;2;531;261500
614;8402;5;2007;206;1120;1120;1120;1;0;0;147000
615;1491;4;1972;150;630;630;630;1;0;0;75500
616;8800;6;1963;763;936;1054;1054;1;2;480;137500
617;7861;6;2002;457;783;807;1509;2;2;393;183200
618;7227;6;1954;0;832;832;832;1;2;528;105500
619;11694;9;2007;48;1822;1828;1828;2;3;774;314813
620;12244;8;2003;871;1482;1482;2262;2;3;749;305000
621;8248;3;1914;41;864;864;864;1;0;0;67000
622;10800;6;1974;956;1522;1548;2614;2;2;624;240000
623;7064;5;1977;560;980;980;980;1;2;484;135000
624;2117;6;2000;420;756;756;1512;2;2;440;168500
625;10400;6;1972;247;732;1012;1790;1;2;484;165150
626;10000;6;1962;0;1116;1116;1116;1;2;440;160000
627;12342;5;1960;0;978;1422;1422;1;1;286;139900
628;9600;6;1955;674;1156;1520;1520;1;1;364;153000
629;11606;5;1969;650;1040;1040;2080;1;2;504;135000
630;9020;6;1964;624;1248;1350;1350;1;2;520;168500
631;9000;5;1880;0;636;1089;1750;1;1;240;124000
632;4590;8;2006;24;1554;1554;1554;2;2;627;209500
633;11900;7;1977;822;1386;1411;1411;2;2;544;82500
634;9250;5;1954;480;1056;1056;1056;1;1;260;139400
635;6979;6;1980;1056;1056;1056;1056;0;2;576;144000
636;10896;6;1914;256;1440;1440;3395;2;0;0;200000
637;6120;2;1936;0;264;800;800;1;0;0;60000
638;6000;5;1954;0;811;811;1387;2;1;256;93000
639;8777;5;1910;0;796;796;796;1;0;0;85000
640;3982;8;2006;1154;1520;1567;1567;2;3;648;264561
641;12677;8;2003;1218;1518;1518;1518;1;2;588;274000
642;7050;7;2001;738;1057;1057;1929;2;2;650;226000
643;13860;8;1972;1410;1952;2000;2704;2;2;538;345000
644;10793;5;1969;493;780;780;1620;2;2;462;152000
645;9187;9;2009;1121;1766;1766;1766;2;3;478;370878
646;10530;6;1971;282;981;981;981;1;2;576;143250
647;7200;5;1950;0;0;1048;1048;1;2;420;98300
648;10452;6;1953;500;1094;1094;1094;1;2;495;155000
649;7700;6;1966;0;756;1051;1839;1;2;442;155000
650;1936;4;1970;131;630;630;630;1;0;0;84500
651;8125;7;2007;0;813;822;1665;2;2;562;205950
652;9084;4;1940;0;755;755;1510;1;1;296;108000
653;8750;7;1996;0;880;909;1716;2;2;512;191000
654;10320;6;1906;0;756;756;1469;1;1;216;135000
655;10437;8;1995;1696;2109;2113;2113;2;3;839;350000
656;1680;6;1971;0;525;525;1092;1;1;264;88000
657;10007;5;1959;806;1053;1053;1053;1;1;312;145500
658;7200;7;1931;0;776;851;1502;1;1;270;149000
659;17503;6;1948;0;912;912;1458;1;1;330;97500
660;9937;5;1964;637;1486;1486;1486;1;2;480;167000
661;12384;7;1976;0;793;1142;1935;2;2;550;197900
662;46589;8;1994;1361;1629;1686;2448;2;3;711;402000
663;13560;6;1968;0;1392;1392;1392;1;2;576;110000
664;10012;4;1972;920;1138;1181;1181;2;2;588;137500
665;20896;8;2005;1721;2077;2097;2097;1;3;1134;423000
666;11194;8;2000;0;1406;1454;1936;2;2;504;230500
667;18450;6;1965;187;1021;1465;2380;2;2;596;129000
668;8125;6;1994;1138;1408;1679;1679;2;2;575;193500
669;14175;5;1956;988;1188;1437;1437;1;2;576;168000
670;11600;4;1922;0;700;1180;1180;1;1;252;137500
671;8633;6;2005;193;738;738;1476;2;2;540;173500
672;6629;6;1925;551;672;697;1369;2;1;300;103600
673;11250;6;1977;767;1208;1208;1208;1;2;546;165000
674;14442;6;1957;1186;1477;1839;1839;2;2;416;257500
675;9200;6;1965;892;1136;1136;1136;1;1;384;140000
676;2289;6;1978;311;855;855;1441;2;2;440;148500
677;9600;4;1900;0;1095;1095;1774;2;3;779;87000
678;9022;5;1924;0;768;792;792;1;1;240;109500
679;11844;8;2008;0;2046;2046;2046;2;3;834;372500
680;9945;5;1961;827;988;988;988;1;2;572;128500
681;8012;6;1980;543;923;923;923;2;1;264;143000
682;4500;5;1932;182;793;848;1520;1;1;281;159434
683;2887;6;1996;1003;1291;1291;1291;1;2;431;173000
684;11248;9;2002;1059;1626;1668;1668;2;3;702;285000
685;16770;7;1998;0;1195;1195;1839;2;2;486;221000
686;5062;7;1984;828;1190;1190;2090;2;2;577;207500
687;10207;7;2007;0;874;874;1761;3;2;578;227875
688;5105;7;2004;239;551;551;1102;2;2;480;148800
689;8089;8;2007;945;1419;1419;1419;2;2;567;392000
690;7577;6;2005;20;1362;1362;1362;2;2;460;194700
691;4426;6;2004;697;848;848;848;1;2;420;141000
692;21535;10;1994;1455;2444;2444;4316;3;3;832;755000
693;26178;7;1989;965;1210;1238;2519;2;2;628;335000
694;5400;5;1921;0;1073;1073;1073;1;1;326;108480
695;6120;5;1936;0;927;1067;1539;1;2;576;141500
696;13811;6;1987;980;1112;1137;1137;2;2;551;176000
697;6000;5;1921;616;616;616;616;1;1;205;89000
698;6420;5;1952;210;980;1148;1148;1;1;308;123500
699;8450;5;1965;553;894;894;894;1;1;336;138500
700;4282;7;2004;16;1391;1391;1391;2;2;530;196000
701;14331;8;2002;1274;1800;1800;1800;2;3;765;312500
702;9600;7;1969;0;1164;1164;1164;1;2;528;140000
703;12438;8;2006;0;1234;1264;2576;2;3;666;361919
704;7630;5;1900;0;360;1032;1812;2;2;672;140000
705;8400;7;2004;712;1473;1484;1484;2;2;606;213000
706;5600;4;1930;0;0;372;1092;2;0;0;55000
707;115149;7;1971;1219;1643;1824;1824;2;2;739;302000
708;6240;8;2006;863;1324;1324;1324;2;2;550;254000
709;9018;7;2007;0;728;728;1456;2;2;400;179540
710;7162;5;1966;0;876;904;904;1;1;408;109900
711;4130;3;1935;0;270;729;729;1;0;0;52000
712;8712;4;1900;0;859;859;1178;1;1;384;102776
713;4671;8;1988;767;1228;1228;1228;2;2;472;189000
714;9873;4;1970;789;960;960;960;1;2;576;129000
715;13517;6;1976;533;725;725;1479;2;2;475;130500
716;10140;6;1974;0;1064;1350;1350;2;2;478;165000
717;10800;7;1890;0;718;1576;2554;1;2;704;159500
718;10000;5;1973;1084;1176;1178;1178;1;2;439;157000
719;10542;7;1993;1173;1311;1325;2418;2;3;983;341000
720;9920;5;1969;523;971;971;971;1;1;300;128500
721;6563;8;1985;1148;1742;1742;1742;2;2;564;275000
722;4426;6;2004;662;848;848;848;1;2;420;143000
723;8120;4;1970;191;864;864;864;1;2;463;124500
724;8172;4;1954;0;941;997;1470;2;1;548;135000
725;13286;9;2007;1234;1698;1698;1698;2;3;768;320000
726;6960;4;1970;375;864;864;864;1;2;660;120500
727;21695;6;1988;808;880;1680;1680;2;2;540;222000
728;7314;7;2007;724;1232;1232;1232;2;2;632;194500
729;11475;5;1958;0;1584;1776;1776;2;3;888;110000
730;6240;4;1925;152;780;848;1208;1;2;539;103000
731;5389;8;1995;1180;1595;1616;1616;2;2;608;236500
732;9590;7;2003;786;868;1146;1146;2;2;438;187500
733;11404;7;1998;252;1153;1153;2031;2;2;541;222500
734;10000;5;1961;594;864;1144;1144;1;1;264;131400
735;8978;5;1968;0;948;948;948;1;1;300;108000
736;10800;7;1914;390;880;880;1768;1;2;320;163000
737;8544;3;1950;0;0;1040;1040;2;2;400;93500
738;10463;8;2005;0;893;901;1801;2;3;800;239900
739;10800;5;1987;1200;1200;1200;1200;3;0;0;179000
740;9313;7;2004;0;864;864;1728;2;2;572;190000
741;9600;5;1910;0;264;768;1432;2;2;360;132000
742;6768;6;1961;832;912;912;912;1;1;288;142000
743;8450;7;2000;0;1349;1349;1349;2;2;539;179000
744;12886;5;1963;444;520;1464;1464;2;2;480;175000
745;5395;8;1993;733;1337;1337;1337;2;2;462;180000
746;8963;8;1976;575;1142;1175;2715;3;2;831;299800
747;8795;7;2000;300;952;980;2256;2;2;554;236000
748;11700;7;1880;0;1240;1320;2640;1;4;864;265979
749;10593;7;1996;919;1720;1720;1720;2;2;527;260400
750;8405;4;1945;0;0;1088;1529;2;1;240;98000
751;8800;4;1910;0;576;792;1140;1;0;0;96500
752;7750;7;2003;0;660;660;1320;2;2;400;162000
753;9236;6;1997;1200;1479;1494;1494;2;2;576;217000
754;10240;8;2005;0;1030;1038;2098;2;3;878;275500
755;7930;6;1969;439;1026;1026;1026;1;2;440;156000
756;3230;6;1999;381;729;742;1471;2;2;440;172500
757;10769;8;2007;20;866;866;1768;2;2;578;212000
758;11616;6;1978;438;672;672;1386;2;2;440;158900
759;2280;7;1999;549;744;757;1501;2;2;440;179400
760;12257;8;1995;56;1318;1328;2531;2;3;752;290000
761;9100;6;1959;612;864;864;864;1;1;300;127500
762;6911;5;1924;405;1145;1301;1301;1;2;440;100000
763;8640;7;2009;24;756;764;1547;2;2;614;215200
764;9430;8;1999;1163;1252;1268;2365;2;3;856;337000
765;9549;8;1995;437;1494;1494;1494;1;2;481;270000
766;14587;9;2008;0;1498;1506;1506;2;2;592;264132
767;10421;7;1988;394;980;980;1714;2;2;496;196500
768;12508;6;1940;660;983;983;1750;2;1;423;160000
769;9100;7;2004;24;1860;1836;1836;2;2;484;216837
770;53504;8;2003;1416;1650;1690;3279;3;3;841;538000
771;7252;5;1982;685;858;858;858;1;2;576;134900
772;8877;4;1951;836;836;1220;1220;1;2;396;102000
773;7819;6;1976;422;1029;1117;1117;1;2;672;107000
774;10150;5;1958;456;912;912;912;1;1;275;114500
775;14226;8;2006;0;1935;1973;1973;2;3;895;395000
776;4500;6;1998;866;1204;1204;1204;2;2;412;162000
777;11210;7;2005;20;1614;1614;1614;2;3;865;221500
778;13350;5;1974;762;864;894;894;1;2;440;142500
779;8400;5;1977;0;0;2020;2020;2;2;630;144000
780;10530;6;1977;975;975;1004;1004;1;2;504;135000
781;7875;7;1995;0;1237;1253;1253;2;2;402;176000
782;7153;6;1992;387;761;810;1603;2;2;484;175900
783;16285;7;2001;0;1413;1430;1430;2;2;605;187100
784;9101;5;1978;1097;1097;1110;1110;1;2;602;165500
785;6300;6;1914;0;742;742;1484;2;0;0;128000
786;9790;6;1967;251;1372;1342;1342;2;2;457;161500
787;10800;5;1915;686;686;966;1652;2;1;416;139000
788;10142;7;2004;656;956;956;2084;2;2;618;233000
789;6000;4;1954;0;901;901;901;1;1;281;107900
790;12205;6;1966;568;832;976;2087;2;2;444;187500
791;3182;7;2005;16;1145;1145;1145;2;2;397;160200
792;11333;6;1976;539;1029;1062;1062;1;2;539;146800
793;9920;7;1996;862;1117;1127;2013;2;2;455;269790
794;9158;8;2007;0;1496;1496;1496;2;2;474;225000
795;10832;7;1994;0;712;1086;1895;2;2;409;194500
796;8400;6;1980;0;650;888;1564;2;2;476;171000
797;8197;6;1977;0;660;1285;1285;1;2;528;143500
798;7677;5;1953;570;773;773;773;1;1;240;110000
799;13518;9;2008;0;1926;1966;3140;3;3;820;485000
800;7200;5;1937;569;731;981;1768;1;1;240;175000
801;12798;6;1997;462;616;616;1688;2;2;603;200000
802;4800;4;1916;197;1196;1196;1196;1;2;440;109900
803;8199;7;2005;648;728;728;1456;2;2;410;189000
804;13891;9;2008;0;1734;1734;2822;3;3;1020;582933
805;9000;5;1954;812;936;1128;1128;1;1;286;118000
806;12274;7;2008;0;1417;1428;1428;2;2;554;227680
807;9750;5;1967;400;980;980;980;2;1;384;135500
808;21384;5;1923;1309;1324;1072;1576;1;2;528;223500
809;13400;5;1966;516;1024;1086;1086;1;2;484;159950
810;8100;5;1898;0;849;1075;2138;2;2;360;106000
811;10140;6;1974;663;1040;1309;1309;1;2;484;181000
812;4438;6;2004;662;848;848;848;1;2;420;144500
813;8712;5;1952;0;540;1044;1044;1;2;504;55993
814;9750;6;1958;608;1442;1442;1442;1;1;301;157900
815;8248;5;1918;0;686;686;1250;1;1;280;116000
816;12137;7;1998;0;1649;1661;1661;2;2;598;224900
817;11425;5;1954;486;1008;1008;1008;1;1;275;137000
818;13265;8;2002;1218;1568;1689;1689;2;3;857;271000
819;8816;6;1971;504;1010;1052;1052;1;2;440;155000
820;6371;7;2009;733;1358;1358;1358;2;2;484;224000
821;7226;7;2003;0;798;798;1640;2;2;595;183000
822;6000;4;1953;0;936;936;936;1;2;576;93000
823;12394;7;2003;0;847;847;1733;2;2;433;225000
824;9900;6;1940;0;778;944;1489;2;1;240;139500
825;11216;8;2006;0;1489;1489;1489;2;2;776;232600
826;14803;10;2007;1636;2078;2084;2084;2;3;1220;385000
827;6130;5;1924;784;784;784;784;1;0;0;109500
828;8529;7;2001;20;1454;1434;1434;2;2;527;189000
829;28698;5;1967;249;1013;1160;2126;2;2;538;185000
830;2544;7;2005;0;600;520;1223;2;2;480;147400
831;11900;6;1957;1040;1392;1392;1392;1;2;458;166000
832;3180;7;2005;0;600;520;1200;2;2;480;151000
833;9548;7;2003;483;941;941;1829;2;2;613;237000
834;10004;6;1964;196;1516;1516;1516;1;2;472;167000
835;7875;5;1961;572;1144;1144;1144;1;2;456;139950
836;9600;4;1950;442;1067;1067;1067;2;2;436;128000
837;8100;5;1948;338;1559;1559;1559;1;2;812;153500
838;1680;6;1973;330;483;483;987;1;1;264;100000
839;9525;5;1995;0;1099;1099;1099;1;1;352;144000
840;11767;5;1946;352;768;768;1200;1;1;240;130500
841;12155;6;1925;156;672;810;1482;2;1;400;140000
842;10440;5;1904;0;650;958;1539;2;2;686;157500
843;9020;6;1966;312;1127;1165;1165;1;2;490;174900
844;8000;5;1961;0;1800;1800;1800;2;0;0;141000
845;12665;5;1915;0;876;876;1416;1;3;720;153900
846;16647;5;1975;1390;1390;1701;1701;2;2;611;171000
847;9317;7;1993;513;740;1006;1775;2;2;425;213000
848;15523;5;1972;460;864;864;864;1;1;338;133500
849;45600;6;1908;0;907;1307;2358;3;2;360;240000
850;9600;6;1976;0;528;1094;1855;2;2;512;187000
851;4435;6;2003;659;848;848;848;1;2;420;131500
852;3196;8;2003;0;1273;1456;1456;2;2;400;215000
853;7128;7;1941;364;918;918;1646;2;1;240;164000
854;12095;6;1964;564;1127;1445;1445;1;2;645;158000
855;17920;5;1955;306;1763;1779;1779;1;2;454;170000
856;6897;5;1962;659;1040;1040;1040;1;1;260;127000
857;10970;6;1978;505;940;1026;1026;1;2;576;147000
858;8125;6;1994;0;702;702;1481;2;2;343;174000
859;10400;7;1976;0;1090;1370;1370;2;2;479;152000
860;11029;6;1968;619;1054;1512;2654;2;2;619;250000
861;7642;7;1918;0;912;912;1426;1;1;216;189950
862;11625;5;1965;841;1039;1039;1039;1;2;504;131500
863;9672;6;1984;338;1040;1097;1097;2;2;480;152000
864;7931;5;1959;1148;1148;1148;1148;1;1;672;132500
865;8640;7;2007;0;1372;1372;1372;2;2;529;250580
866;8750;5;1970;828;1002;1002;1002;1;2;902;148500
867;10656;8;2006;0;1638;1646;1646;2;3;870;248900
868;6970;4;1961;932;1040;1120;1120;1;2;544;129000
869;14762;5;1948;0;0;1547;2320;2;2;672;169000
870;9938;7;1993;750;1050;1062;1949;2;2;574;236000
871;6600;5;1962;0;894;894;894;1;1;308;109500
872;8750;6;1998;505;804;804;1682;2;2;523;200500
873;8892;5;1953;0;105;910;910;1;2;414;116000
874;12144;5;1949;375;832;1036;1268;1;1;288;133000
875;5720;5;1941;0;676;676;1131;1;1;200;66500
876;9000;8;2007;64;1184;1184;2610;2;2;550;303477
877;25286;4;1963;633;1064;1040;1040;1;2;648;132250
878;8834;9;2004;1170;1462;1462;2224;2;3;738;350000
879;11782;5;1961;899;1109;1155;1155;1;2;576;148000
880;7000;5;1978;646;864;864;864;1;1;336;136500
881;7024;5;2005;980;1090;1090;1090;1;2;450;157000
882;13758;7;1990;902;1156;1187;1717;2;2;400;187500
883;9636;6;1992;0;808;808;1593;2;2;389;178000
884;6204;4;1912;0;795;954;2230;1;1;440;118500
885;7150;5;1967;432;892;892;892;1;1;288;100000
886;5119;9;1999;1238;1698;1709;1709;2;2;506;328900
887;8393;5;1959;528;1626;1712;1712;2;2;588;145000
888;16466;5;1955;0;816;872;1393;1;1;300;135500
889;15865;8;1970;351;2217;2217;2217;2;2;621;268000
890;12160;6;1953;1024;1505;1505;1505;1;2;505;149500
891;8064;5;1949;0;672;672;924;1;2;576;122900
892;11184;6;1978;226;918;918;1683;2;2;440;172500
893;8414;6;1963;663;1059;1068;1068;1;1;264;154500
894;13284;5;1954;1064;1383;1383;1383;1;1;354;165000
895;7018;5;1979;0;0;1535;1535;2;2;400;118858
896;7056;6;1963;400;780;983;1796;1;2;483;140000
897;8765;4;1936;285;951;951;951;1;1;327;106500
898;7018;5;1979;0;0;1120;2240;2;2;528;142953
899;12919;9;2009;2188;2330;2364;2364;2;3;820;611657
900;6993;5;1961;465;912;1236;1236;1;1;288;135000
901;7340;4;1971;322;858;858;858;1;1;684;110000
902;8712;5;1957;860;992;1306;1306;1;1;756;153000
903;7875;7;2003;0;783;807;1509;2;2;393;180000
904;14859;7;2006;0;1670;1670;1670;2;3;690;240000
905;6173;5;1967;599;876;902;902;1;1;288;125500
906;9920;5;1954;354;1056;1063;1063;1;1;280;128000
907;13501;8;2006;63;1623;1636;1636;2;3;865;255000
908;11500;7;1936;223;1017;1020;2057;1;1;180;250000
909;8885;5;1983;301;864;902;902;1;2;484;131000
910;12589;6;2005;0;742;742;1484;2;2;390;174000
911;11600;5;1960;443;1105;1105;2274;2;2;480;154300
912;9286;5;1977;196;1268;1268;1268;1;1;252;143500
913;6120;5;1925;489;768;1015;1015;1;1;450;88000
914;6270;5;1949;284;1001;1001;2002;2;3;871;145000
915;3000;6;2009;294;612;612;1224;2;2;528;173733
916;2001;4;1970;0;546;546;1092;1;1;286;75000
917;9000;2;1949;50;480;480;480;0;1;308;35311
918;17140;4;1956;1059;1134;1229;1229;1;1;284;135000
919;13125;7;1991;48;1104;912;2127;2;3;833;238000
920;11029;6;1958;528;1184;1414;1414;1;2;601;176500
921;8462;6;1994;814;928;936;1721;2;2;471;201000
922;8777;5;1900;1084;1272;1272;2200;2;0;0;145900
923;10237;6;2005;28;1316;1316;1316;2;2;397;169990
924;8012;6;1993;165;1604;1617;1617;2;2;533;193000
925;10240;6;1980;625;1686;1686;1686;2;2;612;207500
926;15611;5;1977;767;1126;1126;1126;2;2;540;175000
927;11999;8;2003;0;1181;1234;2374;2;3;656;285000
928;9900;7;1968;552;832;1098;1978;2;2;486;176000
929;11838;8;2001;0;1753;1788;1788;2;2;522;236500
930;13006;7;1997;0;964;993;2236;2;2;642;222000
931;8925;8;2007;16;1466;1466;1466;2;3;610;201000
932;9100;5;1965;338;925;925;925;1;1;429;117500
933;11670;9;2006;0;1905;1905;1905;2;3;788;320000
934;8487;7;2004;20;1500;1500;1500;2;2;570;190000
935;27650;7;1960;425;585;2069;2069;2;2;505;242000
936;5825;4;1926;0;600;747;747;1;2;528;79900
937;10083;7;2003;833;1176;1200;1200;2;2;555;184900
938;9675;7;2005;341;1113;1113;1971;2;2;689;253000
939;8760;7;2006;464;1391;1391;1962;2;3;868;239799
940;24090;7;1940;0;1032;1207;2403;2;1;349;244400
941;12640;6;1976;936;1728;1728;1728;2;2;574;150900
942;8755;7;1999;772;992;1022;2060;2;2;390;214000
943;7711;4;1977;1440;1440;1440;1440;2;0;0;150000
944;25000;5;1967;0;1632;1632;1632;2;2;576;143000
945;14375;6;1958;111;819;1344;1344;1;2;525;137500
946;8820;5;1890;1088;1088;1188;1869;1;2;456;124900
947;8163;5;1959;748;1144;1144;1144;1;1;796;143000
948;14536;8;2002;1300;1616;1629;1629;2;3;808;270000
949;14006;7;2002;0;936;936;1776;2;2;474;192500
950;9360;6;1972;982;1161;1381;1381;1;2;676;197500
951;7200;5;1950;398;864;864;864;1;2;720;129000
952;7800;5;1965;641;828;965;965;1;1;300;119900
953;7200;5;1972;660;768;768;768;1;1;396;133900
